FGT5018.002,Radio access hardware,Physical sabotage/vandalism of the network infrastructure,"Classified as a deliberate physical attack, this threat relates to actions taken by actors aimed at destroying, disabling or stealing physical assets supporting the 5G Network. A physical attack to 5G critical assets may disrupt, interfere and ultimately cause unavailability of the network service. Despite the existence of physical protection mechanisms (e.g., physical surveillance and surveillance cameras, security locks, security guards), physical breaches and insider threat attacks may still occur."
T1040,Network Elements,Non-SBI compromise,"Adversary with access to the non-SBI interfaces (Xn, N2, N3, N4, N9) not using encryption can monitor traffic exchange and obtain UE information such as user identifiers, serving network identifiers, and location info. Non-SBI interfaces may not be encrypted for at least user plane or for control plane packets. See sections D.2.2., L.2.2., L.2.3 of [1]"
T1040,Network Elements,SBI node compromise,"The adversary with access to the SBI links, for example, with control over the 5G Service Communication Proxy (SCP) or a network infrastructure node (proxy, router, switch), may eavesdrop signaling messages if TLS encryption is not enabled. This leads to disclosure of UE authentication and authorization information, and NF IP addresses and other topology information. See [6], [7]."
T1040,Network Elements,IPX node compromise,Adversary positioned on an IPX node can observe UE data if in the clear or easily decrypted: If a SEPP has not properly removed clear text information elements (IE) when replacing them with encrypted versions consistent with the previously negotiated protection policy or if the SEPP used a weak cipher for JWE encryption. See section G.2.4 of [1].
T1040,Network Elements,SEPP compromise,"The adversary positioned on a SEPP, can observe information elements on the N32c interface including cipher suites used, keys, protection policies exchanged, and error messages received from the peer SEPP.  Observations on the N32f interface include cell ID and Physical Cell ID, SUPI, NF to NF signaling for a given victim UE. An adversary may utilize these observations for a number of follow-on techniques."
T1499.501,Consume data allocation to deny or degrade service,Malicious data consumption application,Convince user to download or maliciously introduce application that consumes excessive data
T1583.502,Programmable UE devices,Fake UE build,Adversary uses Software-Defined-Radio (SDR) running OAI-5G (“OpenAirInterface”) modified software
T1583.502,Programmable UE devices,Fake UE acquisition,"In [1], it is mentioned that the adversary must “forge a malicious UE”, which is then used to replay messages form the malicious (adversary controlled) gNB to the legitimate gNB"
FGT5016,Abuse of Inter-operator Interfaces,Manipulate data between two PLMNs,"In one approach, the adversary, in a position on an IPX, could modify the messages between the vPLMN (visited PLMN) and hPLMN (home PLMN) if PRINS is used, resulting in possible information modification and/or disclosure.  Modification of an Information element (IE) could enable possible denial of service and/or information disclosure and this is addressed in [FGT5029](/techniques/FGT5029)."
FGT5016,Abuse of Inter-operator Interfaces,Compromise SEPP and modify signaling it sends,"If the adversary controls a vPLMN SEPP they may modify signaling on N32 and/or generate requests to hPLMN NFs. The adversary controlled vSEPP could terminate TLS connections to hPLMN NFs and proxy requests as an adversary-in-the-middle, see [FGT1557.502](/techniques/FGT1557.502). Legitimate looking requests that could result in information disclosure or fraud may involve Value Added Service (VAS), e.g. VAS providing SEPP to the VPLMN"
T1046,Core-network scanning,Use of pen testing tools.,"Adversaries may employ pen testing tools such as GTScan, SigPloit, SCTPScan and GTPScan."
T1609.501,Accessing Terminated VNF,S0683,Peirates can use kubectl or the Kubernetes API to run commands.
T1609.501,Accessing Terminated VNF,S0623,Siloscape can send kubectl commands to victim clusters through an IRC channel and can run kubectl locally to spread once within a victim cluster
T1072,5G Orchestration and Deployment Tools,," has used RAdmin, a remote software tool used to remotely control workstations and ATMs"
T1072,5G Orchestration and Deployment Tools,,It is believed that a patch management system for an anti-virus product commonly installed among targeted companies was used to distribute the  malware
T1600.501,Radio interface,Fake or misconfigured base station,"Adversary (e.g. with fake gNB) intentionally configures NULL encryption algorithm to have highest priority in gNB. These algorithms are sent to the UE in the (Access Stratum) AS Security Mode Command. Normally the activation of algorithms for the AS is done by the gNB based on that policy received from the SMF, but a fake gNB can ignore the SMF. Clauses 6.7.3 & D.1 of [2].

Adversary with control over a legitimate gNB, and who currently serves the UE, tells the SMF that the UE Control Plane (CP) and User Plane (UP) policy is NULL encryption, and the (legitimate but not correctly implemented) SMF doesn’t check that against the locally-stored UE UP policy and lets the CP and UP data be transmitted with NULL encryption. Clause 6.6.1 of [2]"
T1600.501,Radio interface,Rogue or misconfigured SMF,"Adversary makes the unauthorized change in the SMF CP and UP local policy to enable NULL encryption for CP & UP traffic.
Alternatively, adversary exploits an SMF that is not implemented to check (for every UE it serves) that the algorithm received from gNB (which may be compromised or fake) matches the local policy. That local policy in turn should be checked that it is the same as the UE policy stored in the UDM. Any of these failures can result in the SMF enabling the CP and UP traffic over the radio interface to use NULL encryption."
T1600.501,Radio interface,Rogue or misconfigured AMF non-roaming,"Adversary with control over AMF (or control over the configuration of AMF) can affect UE procedures such as NAS Security Mode Command, such that the UE's NAS data is not protected, i.e. prioritize NULL algorithm for either NAS encryption or integrity.
 
This can be followed by another attack behavior whereby eavesdropping can be done over the air interface for data and signaling. Clauses 5.3.2 and 5.5.1 of [2]"
T1600.501,Radio interface,Rogue or misconfigured AMF during roaming/handover,"Compromised source AMF sends incorrect UE context information to legitimate target AMF during either (a) Initial registration and roaming or (b) Handover (N2 based). 
The source AMF sends NULL  encryption algorithm information as part of the “UEContextTransfer” (initial registration and roaming) or “CreateUEContext” (N2 handover) service request messages. All UE data will be sent in cleartext after registration or handover is completed. Clauses 4.2.2.2.2, 4.9.1.3.1 and 5.2.2.1 of [3. ] The element in the UE context is the ueSecurityCapability which the rogue AMF sets to NULL only."
T1600.501,Radio interface,Rogue or misconfigured AMF/MME during EPS roaming/handover,"Compromised source MME/AMF sends incorrect UE context information to legitimate target AMF during EPS to 5GS handover and roaming with and without N26 interface.

Source AMF sends NULL encryption algorithm information as part of the “UEContextTransfer” or 
“RelocateUEContext” service request messages. All UE data will be sent in clear text after roaming or handover is completed. Clauses 4.11.1.2.2.2, 4.11.1.3.3, 4.11.2.3 and 5.2.2.1 of [3] The element in the UE context is the ueSecurityCapability which the rogue AMF sets to NULL only."
FGT5014,Shared resource discovery,S0683,"Peirates can deploy a pod that mounts its node’s root file system, then execute a command to create a reverse shell on the node"
FGT5014,Shared resource discovery,S0600,Doki was run through a deployed container
FGT5014,Shared resource discovery,G0139,TeamTNT has deployed different types of containers into victim environments to facilitate execution.
FGT5012.004,Core network function signaling,"Adversary uses SS7 interconnect (IWF) to a 5G network without protection (firewalls, etc). to obtain UE location information","From [3], there were recent successful attacks on SS7 whereby an attacker with access to the SS7 interconnection can find a user’s location, as well as billing data and Short Message Service (SMS) messages. In addition, the attacker can also eavesdrop on user data."
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: AMF case,"The AMF gets UE location legitimately from LMF (Nlmf-loc API). [Section 8.3 of TS 23.273]. In addition, an adversary can modify AMF behavior so that it doesn't allocate a new 5G-GUTI to a given UE, so that that UE can be tracked via listening devices in the area, see [FGT5012.003](/techniques/FGT5012.003)"
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: AF case,Incorrect implementation/configuration in NEF can allow a rogue application function (AF) to access UE location information using LMF services. [Section 6.1.2 of TS23.273]
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: SMF case,"The SMF can obtain a UE's location whenever the AMF sends it a PDU update request:  Nsmf_PDUSession_UpdateSMContextRequest (which contains UE location info, which can be: E-UTRA or NR cell id, location timestamp, “geographicalInformation” in hex format as in TS 23.032, only ellipsoid point with uncertainty circle.) [section 5.2.8.2.6 of TS23.502]"
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: UDM case,The UDM can legitimately ask the AMF for the location of a UE using Namf_Location service. [5.2.2.1 of TS23.502]
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: UPF case,The UPF has access to serving cell ID for UEs that are actively sending data (RRC connected).
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: NEF case,The NEF can legitimately ask AMF Namf_EventExposure or ask GMLC directly - then GMLC gives the NEF a location report (Note: NEFs serve as location proxies to internal and external AFs in the same way GMLCs serve as proxies to external LCS clients). [5.2.2.1 of TS23.502]
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: NWDAF case,The  NWDAF can get coarse UE location by subscribing to events from AMF. [5.2.2.1 of TS23.502]
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: GMLC case,The GMLC can legitimately ask the AMF for the location of a given UE using Namf_Location service. [5.2.2.1 of TS23.502]
FGT5012.004,Core network function signaling,Adversary gains control of a core NF to get location info for a given UE: LMF case,"The LMF can initiate location procedure with the UE. [6.11.1, 6.11.2, 6.11.3 of TS23.273]"
T1583,Access to Cloud Infra or MEC,Locate cloud resources of target,[2] is a university research showing how an attacker can locate an entity’s systems in the cloud and work to instantiate profiling and other malicious hosts on the same physical platform.
T1611,VM and Container Breakout,S0600,Container was configured to bind to the host root directory
T1611,VM and Container Breakout,S0601,Hildegard used the BOtB tool that can break out of Container
T1611,VM and Container Breakout,S0683,Peirates can gain a reverse shell on a host node by mounting the Kubernetes hostPath.
T1611,VM and Container Breakout,S0623,Siliscape maps the hosts’s C drive to the contianer by creating a global symbolic link of NtSetInformationSymbolicLink
T1611,VM and Container Breakout,G0139,TeamTNT has deployed privileged containers that mount the filesystem of victim machine
T1557.503,Non-SBI,Compromised or misconfigured switches or routers between RAN and core and between gNBs,"Integrity or confidentiality protection can be disabled on N2 interface for CP, N3 interface for UP and Xn interface for CP and UP. Clauses 9.2, 9.3 and 9.4 of [2]"
T1557.503,Non-SBI,Adversary configures the non-SBI interfaces to not use IPSec.,"gNB does not provide protection on N2, N3, Xn interfaces, see clause D.2.2. of [1]"
FGT5024,SIM boxing,"Adversary poses as legitimate carrier, to get to intercepts calls/ SMSs and re-route them.","Adversary/fraudster/SIM boxers are effectively acting as an unlicensed and unregulated telecommunications carrier (pretends to be a legitimate telecom provider). Adversary intercepts call and routes it via the Internet as a VoIP call, to the SIMbox (instead of via a regulated MNO interconnect). See [3], [5]"
FGT5024,SIM boxing,Adversary sells fraudulent international calling cards.,"Adversary offers discounted call rates directly to end consumers, primarily through the sale of international calling cards. Such cards have a number that the user must dial before she can dial the recipient’s number; this number will route to a number provided by a VoIP provider that points to the SIMbox in the recipient’s country. See [3], [5]"
FGT5015,Device database manipulation,EIR database compromise,"Reference [1], DC-003, calls for the MNOs to employ an EIR. The rest of the attack is theoretical: an adversary may modify some of the entries in the EIR database, e.g. device status (stolen, etc.)
The AMF is the only function that checks the EIR based on permanent equipment id (PEI), upon UE registration (using the API N5g-eir_EquipmentIdentityCheck_Get)."
FGT5012.006,NAS exploit,Replay of NAS message,"Adversary eavesdrops one NAS message from the legitimate network (the Auth_Req (R, AUTN), or the NAS Security Mode Command (SMC)), then replays that NAS message whenever it wants to check whether the victim UE is nearby, since the type of error (or response, in the case of SMC) received from the responder indicates whether it's the victim UE or not. Thus, adversary can probe for UE’s presence in a that cell, which leads to coarse location data. See [1]."
FGT5026,SIM cloning,Duplicate captured SIM card,Adversary gets physical access to the victim SIM card and then uses smart card copying software to achieve duplication of the SIM card contents.
T1499,Interworking Denial of Service,Vulnerability Exploit,Adversary uses a vulnerability to cause the NF to crash
T1499,Interworking Denial of Service,Volumetric attack,Adversary uses one or more volumetric techniques to degrade or deny availability of the NF
T1195.501,SIM credential theft,Infiltrate SIM vendor’s network.,Allegedly: the UK agency GHCQ planted malware on Gemalto servers to obtain SIM credentials. The number of keys obtained were in the order of millions. [1]
T1048,Control plane signaling exfiltration,HTTP/2 optional parameters,"HTTP/2 optional parameters may be used to communicate between a core NF and an external server (AF, IPX node) via NEF or SEPP."
FGT5022,Alter Subscriber Profile,AMF or SMF modify UE context.,"AMF/SMF can use Nudm_UECM_Update to modify UE context in the UDM. AMF or SMF can change some parameters in the UE context (which is like a subscriber profile, but valid only for a session; Section 5.2.3.2.5 of [3]. The parameters are: PEI (Permanent Equipment Identifier), analyticsID (for NWDAF), UE capabilities, Intersystem continuity context, SMF FQDN"
FGT5022,Alter Subscriber Profile,Rogue AF/NEF modifies UE’s configuration for a given external service.,"Rogue AF/NEF via UDM can modify UE’s configuration for a given external service (e.g. pay for video for a game today). When the victim UE changes state from idle mode to connected mode, it will receive the modified services which may be inferior to the services originally provisioned. Example: NEF can use Nudm_ParameterProvision update service to update UE subscription data. Section 5.6.2.2 of TS29.503 & sections 4.15.6.2, 4.15.6.3, 4.15.6.3a of TS23.502."
FGT5022,Alter Subscriber Profile,Compromised OA&M can modify subscriber profile data in UDR,Compromised GUI or CLI based attack on subscriber database in UDR
FGT5012.001,Passive radio signals observation,Externals geolocation,"Adversary geolocates unknown UE using some combination of Direction of Arrival, Time-of-Arrival, and/or Frequency-of-Arrival of UE signal externals."
T1557.504,Service Based Interface,Triple Handshake,"(2014): if a TLS client connects to a malicious server and presents a client credential, the server can then impersonate the client at any other server that accepts the same credential. Concretely, the malicious server performs a man-in-the-middle attack on three successive handshakes between the honest client and server, and succeeds in impersonating the client on the third handshake. See e.g. [3SHAKE](/https://mitls.org/pages/attacks/3SHAKE)"
T1557.504,Service Based Interface,SCP proxy as  AITM,An adversary in control of SCP can eavesdrop or alter data and signaling between e.g. AMF and UDM.
T1555.501,Hardware Security Module Key Signing,Credential compromise,An adversary would compromise a function or service that has privileges to perform operations using the HSM and use other techniques to obtain the credentials. The adversary may perform operations from the compromised environment or exfiltrate the credentials to another system to perform the operations and conduct further activities.
FGT5009.002,Network Interfaces,Compromised or misconfigured gNB,"A rogue or misconfigured gNB can disable IPSec integrity or use a weak IPSec integrity algorithm on backhaul interfaces such as N2, N3 and Xn. Then it can launch other attacks. Clause D.2.2 of [1], clause 5.3.3 of [2]."
FGT5009.002,Network Interfaces,Compromised or misconfigured AMF,"A rogue or misconfigured AMF can disable IPSec integrity or use a weak IPSec integrity algorithm on N2 and N26 interfaces. Then it can launch other attacks. Clause K.2.1 of [1], clause 5.5.2  of [2]"
FGT5009.002,Network Interfaces,Compromised or misconfigured UPF,"A rogue or misconfigured UPF can disable IPSec integrity or use a weak IPSec integrity algorithm on N3, N4 and N9 interfaces. Then it can launch other attacks. Clause L.2.1 of [1]"
FGT5009.002,Network Interfaces,Compromised or misconfigured SMF,A rogue or misconfigured SMF can disable IPSec integrity or use a weak IPSec integrity algorithm on N4 interface. Then it can launch other attacks. Clause 9.9 of [2]
FGT5009.002,Network Interfaces,Compromised or misconfigured NF,"A rogue or misconfigured NF can disable the TLS integrity or use a weak TLS integrity algorithm to another NF including the SCP (if deployed). Then it can launch other attacks to gain unauthorized access to network services. Clause 13.1 of [2]

If SCP is rogue or misconfigured, it can force TLS connections to all NFs to be unencrypted or use weak integrity for all. Clause 5.9.2.4 of [2]"
FGT5009.002,Network Interfaces,Compromised or misconfigured SEPP or IPX component,"A rogue or misconfigured SEPP can disable TLS integrity or use a weak TLS integrity algorithm on N32-c interface or N32-f interface or both.

A rogue or misconfigured IPX component can disable JWS integrity or use a weak integrity algorithm when PRINS is used on N32-f. Then it can launch other attacks. Clauses 13.1 and 13.2 of [2]"
FGT5009.002,Network Interfaces,"Compromised or misconfigured MME/AMF, or UPF.","A rogue or misconfigured AMF/MME can disable IPSec integrity or use a weak IPSec integrity algorithm on N26 interface. Then it can launch other attacks. Clause K.2.1 of [1], 8.4 of [2].

A rogue or misconfigured UPF can disable IPSec integrity or use a weak IPSec integrity algorithm on the N9 interface between home PLMN UPF and visited PLMN UPF. See clause 9.9, 13.1 and 13.2 of [2]"
FGT5012.005,Shared network function in slice,"Malicious NF belonging to compromised Network Slice gets an access token for the target AMF, which serves both target slice and compromised slice.","Malicious NF of a compromised slice gets access token for a shared AMF, but then asks AMF for the location of a UE in the target slice. The AMF checks that the authorization (OAuth) token is ok, which it is, but does not check that the UE ID is served by target slice, while the requester NF is from compromised slice. Section 3.1.5 of [1]."
FGT5006.001,Layer 2 Redirection of Encrypted DNS,Adversary employs the aLTEr procedure,"In this active attack named ALTER, adversary exploits the fact that LTE user data is encrypted in counter mode (AES-CTR) but not integrity protected, which allows an adversary to modify the message payload. This is applicable in 5G when the user data integrity algorithm is set to NULL."
T1599.504,Manipulate Virtual Network Function (VNF) Configuration,Active configuration changes,Active configuration changes can be made when direct access to VNF or its element managers is available
T1599.504,Manipulate Virtual Network Function (VNF) Configuration,Stored or Coded configuration,Configuration as a code repository or back up configuration store can be manipulated to cause an NF to take compromised configuration upon reboot or re-instantiation
FGT5012,Locate UE,Use radio access to locate UE,"Adversary may use the radio access network to determine that a particular UE is in the area, or where exactly the UE is located"
FGT5012,Locate UE,Use core network signaling to locate UE,Adversary may use the core network signaling to trigger the procedure of locating a particular UE via RAN
FGT5018.004,Theft of assets,Cable/Copper Theft,"Copper’s value transforms remote cellular base stations into prime targets for thieves. The costs for telecom and tower operators to replace the cost of the cable and damage to the site can be thousands of dollars per incident. This is not taking into consideration the additional costs of loss of network service. Even the theft of a small amount of copper can cause extensive damage to site equipment, costing cell towers owners thousands of dollars in repairs, replacement, and network downtime. There are several expensive copper items at cell sites that are very attractive to thieves, such as the ground wires, copper grounding busbars, and waveguides"
FGT5018.004,Theft of assets,Battery Theft,"Battery theft can easily become the root cause of cell services outage. Similarly, to the case of cable theft, telecom towers are increasingly affected by the rise of battery theft and vandalism incidents."
FGT5018.004,Theft of assets, Fuel Theft,Fuel is a major asset at telecom sites that can easily and directly be sold by thieves. The threat of diesel theft is widespread in many emerging markets and even in the rural areas of the developed markets.
FGT5018.001,Cabling and junction boxes,Disrupt service via physical damage,An adversary may damage cabling and junction boxes
FGT5008,Redirection of traffic via user plane network function,Rogue or misconfigured SMF,"An adversary controlling the SMF can redirect existing uplink UE traffic by sending to UPF a N4 Session Modification Request (or: selecting another UPF- or, by sending to UPF another “Redirect server” [which the adversary controls] in the FAR in the N4 session (“The UPF reports to the SMF whether it supports traffic redirection enforcement in the UPF through the UPFunction Features IE.” [6]) Clause 5.8.2.3.3 of [5]

Similarly, the SMF can send a session modification request to the UPF and redirect UE traffic (downlink) — See clauses 4.4.1.2 & 4.4.1.3 of [4]."
FGT5008,Redirection of traffic via user plane network function,Rogue AF or rogue/misconfigured NEF,"The “Application Function influence on traffic routing” service is designed for MEC applications for local processing of data traffic in order to reduce latency. However, this capability can be misused by rogue AF or rogue/misconfigured NEF. The traffic redirection occurs after the NEF takes action that affects the UPF behavior. Clause 5.6.7 Table 5.6.7-1 first row “Traffic Description” of [5], clause 4.3.6 of [4]."
T1498.501,Flooding core network component,Control plane signaling storm from (at least) one malicious UE,"Because network slices and network functions can be shared, malicious UE can create control plane storms.

AMF Message Flooding for a shared slice with shared NFs:
(1) An initial AMF validates if the user (UE) is allowed to access the subscribed S-NSSAI: AMF contacts the UDM to request the UE’s Slice Selection Subscription data.  The initial UDM may contact the UDR for the UE's Slice Selection Subscription data, then provides the data to the AMF.
(2) During the t0 to t-delta time interval that it takes to perform (1), the UE drops the initial AMF then re-attaches to the AMF, restarting the validation.
(3) The UE recursively performs (2), which recursively performs (1), creating a ""UE-AMF-UDM-UDR-AMF"" message storm sandwiched in between an ""Attach-Detach"" storm.
(4) Since this is a shared slice with shared NFs, the control plane storm (Attach-UE-AMF-UDM-UDR-AMF-Detach-Attach-recursively repeat) creates a DoS condition."
T1199.501,MNO Roaming Partners,Partner supply chain compromise,The service partner of the MNO targeted may themselves be targeted as part of an attack chain using that roaming partners supply chain
T1199.501,MNO Roaming Partners,Partner insider,"A roaming partner, may have an adversary with a privileged position in the roaming or service partners organization and can use that position to attempt additional techniques against the targeted MNO."
FGT5013,Malicious VNF Instantiation,S0683,"Peirates can deploy a pod that mounts its node’s root file system, then execute a command to create a reverse shell on the node"
FGT5013,Malicious VNF Instantiation,S0600,Doki was run through a deployed container
FGT5013,Malicious VNF Instantiation,G0139,TeamTNT has deployed different types of containers into victim environments to facilitate execution.
FGT5012.003,5G-GUTI reuse,Listen in for re-used 5G-GUTIs to determine UE presence in that area.,"Reportedly several operators do not re-allocate GUTI with every UE registration, or they do not re-allocate often enough or they use predictable pattern, as in [1], [2]. 
Exact 5G-GUTI refresh mechanism is left to implementation. Mandatory refresh of 5G-GUTI is to be done by AMF for initial registration, mobility registration update and network-initiated service request message due to paging, see section 6.12.3 of [3]
It is not necessary for the adversary to have a UE to listen, a simpler listening device suffices."
T1565.002,Network Interfaces,Data manipulation on the non-SBI,"If gNB is compromised or misconfigured, CP and UP data can be manipulated by adversary on N2, N3 and Xn interfaces. Clause D.2.2 of [1], 5.3.3 of [2]

If AMF or SMF is compromised or misconfigured, CP data can be manipulated by adversary on N2 and N4 interfaces. Clauses 5.5.2 & 9.9 of [2]

If UPF is compromised or misconfigured, UP data can be manipulated by adversary on N3 interface. Clause D.2.2 of [1], 9.3 of [2]"
T1565.002,Network Interfaces,Data manipulation on the SBI,"If NF is compromised or misconfigured, CP data can be manipulated on SBI interface. Clause 13.1 of [2] (DoS attack) 

If SCP is compromised or misconfigured, CP data can be manipulated on SBI. Clause 5.9.2.4 of [2] (DoS attack)

An access token may be manipulated to gain unauthorized access to another NF. [FGT5011](/techniques/FGT5011) 

A rogue or misconfigured AMF can obtain the temporary UE ID (5G-GUTI or 5G-S-TMSI) during UE registration and service request and later use the ID to spoof signaling messages to retrieve sensitive subscriber information. Clauses 4.2.2.2.2 & 4.2.3.2 of [4]. (Unauthorized access)

Note: This attack is possible in both non-roaming and roaming scenarios."
T1565.002,Network Interfaces,Data manipulation on roaming/interconnect,"If SEPP or IPX component is compromised or misconfigured, CP data can be manipulated by adversary on N32 interface. Clauses 13.1, 13.2 of [2]

If UPF is compromised or misconfigured, UP data can be manipulated by adversary on N9 interface. Clause 9.9 of [2]

If AMF or MME is compromised or misconfigured, CP data can be manipulated by adversary on N26 interface. Clause K.2.1 of [1], 8.4 of [2]"
FGT5006.003,DNS Poisoning,Free fake DNS loophole,"Operators do not enforce free DNS service via the standard five-tuple flow ID (src IP, dest IP, src port, dest port, protocol). Instead, they use only the destination port (or plus protocol ID), thus exposing an obvious vulnerability."
FGT5007,Registration of malicious network functions,Unauthorized use of API,"Rogue NF calls Nnrf_NFManagement API to register one of these functions: AMF, SMF, UDM, AUSF, NEF, PCF, SMSF, NSSF, UPF, etc. Clause 5.2.7 of [3]"
T1608.501,Configurability of Fake Base Station or Access Point,"Obtain capability for configuration of gNB, gNB emulator, or WiFi access point.","Adversary obtains software capability such as: modified custom code, scripts, configuration parameters."
T1608.501,Configurability of Fake Base Station or Access Point,Configure fake gNB to appear strongest,"Adversary installs an illegitimate complete gNB and configures the power so as to appear strongest to a given UE in a particular location, see [2]"
